text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
great easy to use and great flavor	amazon.it	4.0	2021-02-11	Coffee Quality, User Experience		tiny
satisfied I ordered the coffee machine on Saturday and Sunday morning it arrived in excellent packaging and well packaged, my old one broke and inevitably I had to buy a new one but I must say that this is very nice small and very easy to use. his figure the price is good and the coffee is excellent and creamy as I like it I am satisfied and I recommend it ............	amazon.it	5.0	2021-02-15	Price & worth, User Experience, Design and Materials, Coffee Quality, Services and Logistics		tiny
Machine like in the bar Great article. Yummy coffee	amazon.it	5.0	2021-02-09	Coffee Quality		tiny
Small and effective Easy and effective, not bulky	amazon.it	5.0	2021-01-30	Design and Materials, User Experience		tiny
Perfect. Excellent coffee machine, easy to use and clean.	amazon.it	5.0	2021-02-13	User Experience		tiny
Generally very good quality Very good product. I am really satisfied. Nothing to say.	amazon.fr	5.0	2021-02-01	User Experience		tiny
Tiny ok Excellent, unlike the other Nespresso that I have, this one does not fill me with capsules that also get stuck many times and always fills with water perpetually to escape, this one doesn't ... Plus with tiny when it finishes dispensing the coffee it drips more, the other loses a lot of water both when you turn it on to make coffee and after ... The size is the same but Lavazza is better made more solid with a more comfortable water tank ... In short, small and very practical .. X its price I recommend it	amazon.it	5.0	2021-01-29	Price & worth, Design and Materials, User Experience	Design and Materials, Maintenance and Durability, Machine Performance, Capsules and Compatibility	tiny
Great car I already knew this machine, it makes excellent coffee and is easy to use. Supplier delivered much earlier than expected, thank you !!!	amazon.it	5.0	2021-02-02	Coffee Quality, Services and Logistics, User Experience		tiny
GI I can only recommend this coffee machine, top delivery and the coffee taste as well, I am very satisfied.	amazon.de	5.0	2021-01-31	Coffee Quality, Design and Materials		tiny
Works well Thanks a lot as always to the Amazon couriers for their work, punctuality and courtesy never fails. What to say about the product .... Lavazza a name of quality and guarantee has always been right, this is the second coffee machine I buy and I have noticed improvements .... it is even quieter! Great product that I highly recommend	amazon.it	5.0	2021-02-21	Design and Materials, Services and Logistics		tiny
Top Best buy ever!	amazon.it	5.0	2021-01-30	User Experience		tiny
Shdjfjfj. Good product.	amazon.it	4.0	2021-02-09			tiny
Excellent for price quality I bought several Lavazza coffee machines. They are great for convenience and accounting. I have used the old model for years; the new one I can say that in comparison it is smaller and does not have the possibility to contain the used capsules. But the thing I absolutely dislike is that it vibrates a lot and is very loud. This leads me to prefer the old model	amazon.it	3.0	2021-02-22	User Experience	Maintenance and Durability, Machine Performance, Capsules and Compatibility	tiny
Great Small and compact is the second I buy, if you choose the right coffee, it does it better than the bar and then there are many capsules of many compatible brands, I'm happy!	amazon.it	5.0	2021-02-09	Design and Materials		tiny
Good Nice and functional machine, excellent coffee	amazon.it	5.0	2021-01-29	Coffee Quality, Design and Materials		tiny
Ok! :thumbs_up_light_skin_tone: Perfect exactly as I hoped! Very convenient is the fact that where the capsule is inserted it is removable, it can never get stuck inside! Easy to clean, I put the removable parts directly in the dishwasher!	amazon.it	4.0	2020-12-17	Maintenance and Durability, User Experience		tiny
com.tomtom.speedcams.android.map Functional and practical	amazon.it	5.0	2021-02-10	User Experience		tiny
Great Perfect as described. With complimentary pods	amazon.it	5.0	2021-02-17	Services and Logistics		tiny
Excellent machine for &quot;home&quot; use In spite of its size (it is among the smallest on the market, but I chose it for this very reason) it gets along very well: the coffee it produces is good in both flavor and temperature. Depending on the capsules used, the creaminess is more or less present, but the machine does its job. It does not have a drawer in which to store the used capsules, but honestly I see it more as a value than a defect: once the coffee has been made, the capsule is thrown away and, if needed, the drip tray is emptied: it always does not weigh at all, when it is needed emptying 8-10-12 capsules with their liquid residues becomes a bit annoying, at least for me.	amazon.it	5.0	2021-02-02	Coffee Quality	Price & worth, Coffee Quality, Capsules and Compatibility	tiny
Perfect Fully responsive to expectations	amazon.it	5.0	2021-02-18	User Experience		tiny
Nespresso coffee machine Great coffee machine.	amazon.it	5.0	2021-02-17	User Experience		tiny
Always lukewarm Coffee is always lukewarm, never hot as it should be and so even with Lavazza brand coffee it is always not very good	amazon.it	1.0	2021-02-06		Coffee Quality, Machine Performance	tiny
Great easy to use	amazon.it	5.0	2021-02-06	User Experience		tiny
Easy to use Great product and very good coffee	amazon.it	5.0	2021-02-21	Coffee Quality		tiny
Perfect Yes, it works fine, you can buy, bye.	amazon.it	5.0	2021-02-23	Design and Materials		tiny
Perfect Perfect for home, garage, or even a small office, it is small compact, easy to use, just one button, extractable capsule drawer. I recommend it	amazon.it	5.0	2020-11-23	Design and Materials, Capsules and Compatibility		tiny
Small but Big. Really small and aesthetically pleasing (the photos don't do it justice). It is disarmingly simple but produces excellent coffee (provided you choose the right Capsules) and is very easy to clean.	amazon.it	5.0	2020-11-27	Coffee Quality, Design and Materials, Services and Logistics, User Experience		tiny
Top! Simple to use and clean! Really delicious coffee! Great product	amazon.it	5.0	2021-01-03	Coffee Quality, User Experience		tiny
Great Excellent value for money, I would not spend more to have more unit functions Only flaws Very noisy, it vibrates a lot and sometimes it is necessary to hold the glass still otherwise it moves from its seat during delivery Uncomfortable that you have to hold down the dispensing button for a few seconds to turn it off,	amazon.it	5.0	2021-01-23	Price & worth	Price & worth, Machine Performance, User Experience, Services and Logistics, Maintenance and Durability	tiny
Perfect Great, well-functioning coffee	amazon.it	5.0	2021-01-02	Coffee Quality		tiny
Very small, versatile and functional Seen at a friend's house, I totally fell in love with it!! Very small in size but super powerful in terms of functionality. In 20 seconds and already active and ready. My way unique pod system, functional and practical. The unique creamy coffee with an indescribable scent in the air. The vast choice of pods is then crazy. Try all the various flavors that are on the market. I highly recommend it!!	amazon.it	5.0	2020-11-30	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility		tiny
Great coffee Great car. Better than the new model	amazon.it	5.0	2021-02-23	Design and Materials		tiny
I can only say Excellent purchase	amazon.it	5.0	2021-02-03	User Experience		tiny
Simplicity and Taste Simple and economical coffee machine. To be used at home as a mocha. Fast in warming up and delivering coffee. Simple cleaning. Completely manual operation ..... which for me is a positive thing, but of course on this the judgment is subjective ...	amazon.it	5.0	2021-02-12	User Experience		tiny
Easy and convenient to use. Very hot coffee Hot and tasty coffee	amazon.it	5.0	2021-02-06	Coffee Quality		tiny
Great I highly recommend the purchase, great machine and product	amazon.it	5.0	2021-02-14	Design and Materials		tiny
Convenient easy good coffee Good coffee small size easy to use	amazon.it	5.0	2021-01-21	Coffee Quality, Design and Materials, User Experience		tiny
great product a brand a guarantee	amazon.it	5.0	2021-01-14	Brand Awareness		tiny
Wonderful Perfect !!!!!	amazon.it	5.0	2021-02-05	User Experience		tiny
Convenient and space-saving. Excellent coffee machine, small and functional, easy to use.	amazon.it	5.0	2020-12-21	Design and Materials, User Experience		tiny
Great Little coffee maker A great little coffee maker.	ao.com	4.0	2021-02-24	User Experience		tiny
Cafe Great value for money. Doesn’t take up too much room.	ao.com	5.0	2021-03-20	Price & worth, Design and Materials		tiny
Great little good value machine (if on offer) So I am a bit of a coffee lover and already have a couple of Nespresso machines and in the past have used both Dulce Gusto and Tassimo machines. I had heard good things about Lavazza coffee and saw this machine on offer at £39 at John Lewis. I've been using it for a few days now and some initial thoughts :- It's very compact and easy to use. Beware unlike some of the more expensive machines it is a manual button so you can't just press it and leave it. I'd seen some reviews that it make a lot of noise. I haven't found that. It's quieter than my Nespresso machine. The coffee produced is hotter than my Nespresso machine and using the pods is straight forward. It also heats up very quickly and the water container size is generous for something this size. The box came with a selection of 9 coffees (I'd seen some YouTube videos with 12). So on the downsides ... I find that the flow of coffee is very slow - more like a dribble at times and that means it takes a while to actually fill the cup. Indeed one time it auto switched off after the 100 seconds or so as it took so long. Also this will not suit you if you like a big Americano - you can only fit a small sized mug underneath - it really is an espresso or long black type machine. I'm not sure I would pay the full price for it. And although it makes a very nice cup of coffee there is not the choice of blends like there is with a Nespresso machine.	amazon.co.uk	4.0	2021-03-10	Machine Performance, User Experience, Design and Materials, Coffee Quality, Maintenance and Durability	Price & worth, Machine Performance, User Experience	tiny
